timestamp,sample,obdConnection,adapterState,ecuSessionState,protocol,pollHealth,sampleRateHz,lastUpdateAge_s,dpfSoot,dpfStatus,dpfTrendArrow,rpm,speed_mph,gear,drivingState,coolant,oilTemp,fuelTemp,airFlowSensorTemp,airManifoldTemp,externalTemp,intakeTemp,ambientTemp,engineTempProxy,heatSoakProxy,thermalMaxProxy,thermalState,mapProxy,boostProxy,boostTargetProxy,boostErrorProxy,railProxy,railTargetProxy,railErrorProxy,baroProxy,dpfDiffProxy,pedalProxy,loadProxy,absLoadProxy,relativeAccel_mps2,relativeAccel_g,relativeAccelState,injFlow,fuelFlowReg,airFlowSetting,airFlowMeasured,airFlowError,egrTarget,egrActual,egrError,airMixerTarget,airMixerActual,airMixerError,turboGeomTarget,turboGeomActual,turboGeomError,batteryV,airCPress_bar,fapTemp,fapDiffPressure,lastRegen_mi,avg10Regen_mi,fapLifeLeft_mi,fapAdditiveVol,fapAdditiveRemain,fapAdditivePercent,inj1FlowCorr,inj2FlowCorr,inj3FlowCorr,inj4FlowCorr,efficiencyScore,effOperatingZone,effLoad,effThermal,effFlow,moodScore,moodThermalComfort,moodStrain,moodDelivery,moodElectrical,moodState
2026-01-01T12:00:00.000+00:00,1,replay,sample/replay,engine/SID807,decoded CSV,100%,,0.0,0.522,COLD,·,0.0,0.0,N,cruise,24.0,,23.0,21.0,24.0,21.0,24.0,21.0,24.0,3.0,24.0,cold,987.0,1.0,14.0,-13.0,1.0,0.0,1.0,986.0,0.0,0.0,0.13999999999999999,0.016666666666666666,,,unknown,0.0,0.0,352.0,0.0,-352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3,3.6,26.0,0.0,318.763323,621.992371,10294.874728,940.0,164.0,14.855072463768115,0.0,0.0,0.0,0.0,61.311627906976746,65.0,62.0,51.6,66.0,74.11428571428571,48.8,92.0,74.0,76.0,grumbling
2026-01-01T12:00:00.479+00:00,2,replay,sample/replay,engine/SID807,decoded CSV,100%,2.087683312336896,0.0,0.522,COLD,·,0.0,0.0,N,cruise,24.0,,23.0,21.0,24.0,21.0,24.0,21.0,24.0,3.0,24.0,cold,986.0,1.0,15.0,-14.0,1.0,0.0,1.0,985.0,0.0,0.0,0.15,0.016666666666666666,0.0,0.0,steady,0.0,0.0,352.0,0.0,-352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3,3.6,26.0,0.0,318.763323,621.992371,10294.874728,940.0,164.0,14.855072463768115,0.0,0.0,0.0,0.0,61.311627906976746,65.0,62.0,51.6,66.0,74.11428571428571,48.8,92.0,74.0,76.0,grumbling
2026-01-01T12:00:00.931+00:00,3,replay,sample/replay,engine/SID807,decoded CSV,100%,2.2123886896793272,0.0,0.522,COLD,·,0.0,0.0,N,clutch,24.0,,23.0,21.0,24.0,21.0,24.0,21.0,24.0,3.0,24.0,cold,986.0,0.0,14.0,-14.0,1.0,0.0,1.0,986.0,0.0,0.0,0.13999999999999999,0.0,0.0,0.0,steady,0.0,0.0,352.0,0.0,-352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3,3.6,26.0,0.0,318.763323,621.992371,10294.874728,940.0,164.0,14.855072463768115,0.0,0.0,0.0,0.0,61.311627906976746,65.0,62.0,51.6,66.0,74.11428571428571,48.8,92.0,74.0,76.0,grumbling
2026-01-01T12:00:01.652+00:00,4,replay,sample/replay,engine/SID807,decoded CSV,100%,1.3869626364004017,0.0,0.522,COLD,·,0.0,0.0,N,clutch,24.0,,23.0,21.0,24.0,21.0,24.0,21.0,24.0,3.0,24.0,cold,986.0,0.0,14.0,-14.0,1.0,0.0,1.0,986.0,0.0,0.0,0.13999999999999999,0.0,0.0,0.0,steady,0.0,0.0,352.0,0.0,-352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3,3.6,26.0,0.0,318.763323,621.992371,10294.874728,940.0,164.0,14.855072463768115,0.0,0.0,0.0,0.0,61.311627906976746,65.0,62.0,51.6,66.0,74.11428571428571,48.8,92.0,74.0,76.0,grumbling
2026-01-01T12:00:02.140+00:00,5,replay,sample/replay,engine/SID807,decoded CSV,100%,2.049180680274768,0.0,0.522,COLD,·,0.0,0.0,N,clutch,24.0,,23.0,21.0,24.0,21.0,24.0,21.0,24.0,3.0,24.0,cold,986.0,1.0,15.0,-14.0,1.0,0.0,1.0,985.0,0.0,0.0,0.15,0.016666666666666666,0.0,0.0,steady,0.0,0.0,352.0,0.0,-352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3,3.6,26.0,0.0,318.763323,621.992371,10294.874728,940.0,164.0,14.855072463768115,0.0,0.0,0.0,0.0,61.311627906976746,65.0,62.0,51.6,66.0,74.11428571428571,48.8,92.0,74.0,76.0,grumbling
2026-01-01T12:00:02.640+00:00,6,replay,sample/replay,engine/SID807,decoded CSV,100%,2.0,0.0,0.522,COLD,·,0.0,0.0,N,clutch,24.0,,23.0,21.0,24.0,21.0,24.0,21.0,24.0,3.0,24.0,cold,986.0,0.0,14.0,-14.0,1.0,0.0,1.0,986.0,0.0,0.0,0.13999999999999999,0.0,0.0,0.0,steady,0.0,0.0,352.0,0.0,-352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3,3.6,26.0,0.0,318.763323,621.992371,10294.874728,940.0,164.0,14.855072463768115,0.0,0.0,0.0,0.0,61.311627906976746,65.0,62.0,51.6,66.0,74.11428571428571,48.8,92.0,74.0,76.0,grumbling
2026-01-01T12:00:03.180+00:00,7,replay,sample/replay,engine/SID807,decoded CSV,100%,1.8518519826713833,0.0,0.522,COLD,·,0.0,0.0,N,clutch,24.0,,23.0,21.0,24.0,21.0,24.0,21.0,24.0,3.0,24.0,cold,986.0,1.0,15.0,-14.0,1.0,0.0,1.0,985.0,0.0,0.0,0.15,0.016666666666666666,0.0,0.0,steady,0.0,0.0,352.0,0.0,-352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3,3.6,26.0,0.0,318.763323,621.992371,10294.874728,940.0,164.0,14.855072463768115,0.0,0.0,0.0,0.0,61.311627906976746,65.0,62.0,51.6,66.0,74.11428571428571,48.8,92.0,74.0,76.0,grumbling
2026-01-01T12:00:03.644+00:00,8,replay,sample/replay,engine/SID807,decoded CSV,100%,2.155171368408937,0.0,0.522,COLD,·,0.0,0.0,N,clutch,24.0,,23.0,21.0,24.0,21.0,24.0,21.0,24.0,3.0,24.0,cold,986.0,0.0,14.0,-14.0,1.0,0.0,1.0,986.0,0.0,0.0,0.13999999999999999,0.0,0.0,0.0,steady,0.0,0.0,352.0,0.0,-352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3,3.6,26.0,0.0,318.763323,621.992371,10294.874728,940.0,164.0,14.855072463768115,0.0,0.0,0.0,0.0,61.311627906976746,65.0,62.0,51.6,66.0,74.11428571428571,48.8,92.0,74.0,76.0,grumbling
2026-01-01T12:00:05.144+00:00,9,replay,sample/replay,engine/SID807,decoded CSV,100%,0.6666666666666666,0.0,0.522,COLD,·,0.0,0.0,N,clutch,24.0,,23.0,21.0,24.0,21.0,24.0,21.0,24.0,3.0,24.0,cold,986.0,0.0,14.0,-14.0,1.0,0.0,1.0,986.0,0.0,0.0,0.13999999999999999,0.0,0.0,0.0,steady,0.0,0.0,352.0,0.0,-352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3,3.6,26.0,0.0,318.763323,621.992371,10294.874728,940.0,164.0,14.855072463768115,0.0,0.0,0.0,0.0,61.311627906976746,65.0,62.0,51.6,66.0,74.11428571428571,48.8,92.0,74.0,76.0,grumbling
2026-01-01T12:00:05.619+00:00,10,replay,sample/replay,engine/SID807,decoded CSV,100%,2.105263580575959,0.0,0.522,COLD,·,0.0,0.0,N,clutch,24.0,,23.0,21.0,24.0,21.0,24.0,21.0,24.0,3.0,24.0,cold,986.0,1.0,15.0,-14.0,1.0,0.0,1.0,985.0,0.0,0.0,0.15,0.016666666666666666,0.0,0.0,steady,0.0,0.0,352.0,0.0,-352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3,3.6,26.0,0.0,318.763323,621.992371,10294.874728,940.0,164.0,14.855072463768115,0.0,0.0,0.0,0.0,61.311627906976746,65.0,62.0,51.6,66.0,74.11428571428571,48.8,92.0,74.0,76.0,grumbling
